sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA,PAPI_BR_MSP,PAPI_TOT_CYC,PAPI_L2_TCM
51939,164,515964,35,1431,4735,543627,1431
51940,164,459873,6,537,3611,543434,537
51941,165,477228,21,3451,3366,543696,3451
51942,164,532970,86,2424,1526,544003,2424
51943,164,493929,46,3476,3068,544022,3476
51944,165,561681,1,523,3053,536144,523
51945,164,530631,1,745,2319,537841,745
51946,164,554584,6,1552,3130,543455,1552
51947,164,501195,14,2696,2210,522979,2696
51948,164,443175,6,3711,4118,543940,3711
51949,164,489341,3,2645,2385,533022,2645
51950,165,431189,23,5300,3999,536106,5300
51951,164,472871,36,3449,4733,543551,3449
51952,165,517547,21,3013,3685,543679,3013
51953,164,473784,13,2483,4179,543554,2483
51954,164,507321,6,3985,3020,543986,3985
51955,165,376594,56,2656,3405,546716,2656
51956,167,198294,32,769,1610,555486,769
51957,164,334955,31,992,2007,543412,992
51958,164,522553,93,844,1527,543461,844
51959,164,490919,19,937,1153,543442,937
51960,164,553721,11,1178,1860,543595,1178
51961,164,466628,29,3014,2441,531170,3014
51962,164,610700,7,1156,3196,543878,1156
51963,164,446218,167,1625,2699,505491,1625
51964,164,384721,308,4758,3669,543816,4758
51965,164,363949,72,4397,6240,543325,4397
51966,165,280074,68,4862,6586,525518,4862
51967,164,291170,112,3768,6629,528919,3768
51968,164,370318,34,3772,5985,543704,3772
51969,164,354935,28,3158,5709,523240,3158
51970,164,397748,38,3763,5412,543264,3763
51971,165,310518,36,4257,6123,528847,4257
51972,164,343162,99,4803,4757,543934,4803
51973,164,307315,24,4395,5719,526060,4395
51974,164,375338,32,3651,5425,543326,3651
51975,165,258227,335,5776,5448,529895,5776
51976,164,318861,24,2479,4516,543487,2479
51977,164,223473,3,1893,4423,543359,1893
51978,165,352486,27,3082,5578,549018,3082
51979,164,346932,16,2418,5795,543550,2418
51980,164,351231,16,3130,4715,543273,3130
51981,164,339847,23,2408,4549,543697,2408
51982,164,253812,3,1986,3366,543550,1986
51983,164,390564,10,3190,4975,521277,3190
51984,164,325996,5,1946,5716,543428,1946
51985,165,344660,15,3867,5670,543945,3867
51986,164,447818,18,1822,6379,543637,1822
51987,164,399903,28,2751,6335,543695,2751
51988,164,367493,25,3122,7119,543430,3122
51989,165,375869,41,3402,4966,535646,3402
51990,164,415763,3,1829,4762,542984,1829
51991,164,379420,22,3746,5223,533731,3746
51992,164,381223,34,3120,5831,543389,3120
51993,164,398426,66,3405,5625,543197,3405
51994,164,413283,34,2487,4142,543653,2487
51995,164,223507,26,1189,2184,524325,1189
51996,164,436755,18,2755,4010,543618,2755
51997,164,405025,332,3601,4478,543479,3601
51998,165,376227,107,4675,6174,543873,4675
51999,164,329220,50,4200,6173,543766,4200
52000,164,382812,34,4053,5923,543331,4053
52001,164,358493,68,5130,5545,533152,5130
52002,164,323175,121,4404,5538,534256,4404
52003,165,299139,245,4931,5134,517618,4931
52004,164,282885,62,4294,6159,543533,4294
52005,177,229422,13,2946,5240,543519,2946
52006,172,276704,33,2388,5006,568978,2388
52007,164,253531,5,2861,4353,543628,2861
52008,164,349264,26,2727,6094,533942,2727
52009,164,327919,27,3817,5537,543548,3817
52010,167,365310,30,2796,7499,543543,2796
52011,164,329360,29,3284,5608,534478,3284
52012,164,326552,23,4438,6224,535379,4438
52013,177,288404,76,4668,5412,589045,4668
52014,165,337654,50,2962,4933,543695,2962
52015,164,347503,229,5595,5363,534249,5595
52016,164,402894,89,5655,4739,543635,5655
52017,165,311343,119,6319,5316,543399,6319
52018,164,321008,88,4418,5369,543371,4418
52019,164,292105,35,6237,5704,528677,6237
52020,164,255918,239,6460,4890,500653,6460
52021,165,366021,330,3272,5597,536409,3272
52022,164,403195,58,3416,5177,543275,3416
52023,163,376425,67,3718,5995,538334,3718
52024,165,327683,89,3681,6516,543436,3681
52025,164,351590,68,3805,6085,543272,3805
52026,164,413725,27,2810,4979,543614,2810
52027,164,399709,50,3240,5339,525907,3240
52028,164,402823,36,3250,4723,543345,3250
52029,164,406286,93,1871,4873,533556,1871
52030,164,416409,133,2596,3957,524900,2596
52031,164,456442,10,3725,4550,536134,3725
52032,165,360744,41,4315,5838,543370,4315
52033,164,373583,47,3896,4698,543155,3896
52034,164,367230,26,3334,5519,535141,3334
52035,164,427098,6,2749,4469,543167,2749
52036,164,400883,27,4085,4746,534491,4085
