sample,interval (usec),PAPI_TOT_INS,PAPI_L3_TCM,PAPI_L3_TCA
1020,1062,3782886,0,9
1021,1062,3763720,0,72
1022,1062,3777387,0,12
1023,1061,3777487,2,15
1024,1105,3926215,0,5
1025,1063,3775140,0,47
1026,1062,3788645,0,10
1027,1061,3789197,0,23
1028,1062,3782947,0,9
1029,1063,3778413,0,53
1030,1061,3786085,0,10
1031,1062,3790201,0,9
1032,1062,3780404,0,26
1033,1062,3786574,0,16
1034,1062,3466946,0,822
1035,1062,3786679,0,10
1036,1063,3583413,0,956
1037,1061,3786627,0,12
1038,1062,3781883,0,6
1039,1062,3788826,0,5
1040,1062,3777752,0,78
1041,1062,3787528,0,12
1042,1062,3791724,0,6
1043,1062,3795554,0,6
1044,1062,3794201,0,73
1045,1062,3806646,0,7
1046,1062,3799787,0,3
